chromosome	position	end	depth	sample
chr12	6579150	6579200	9	KD_rep2
chr12	6579200	6579250	15	KD_rep2
chr12	6579250	6579300	10	KD_rep2
chr12	6579300	6579350	11	KD_rep2
chr12	6579350	6579400	11	KD_rep2
chr12	6579400	6579450	11	KD_rep2
chr12	6579450	6579500	11	KD_rep2
chr12	6579500	6579550	12	KD_rep2
chr12	6579550	6579600	10	KD_rep2
chr12	6579600	6579650	10	KD_rep2
chr12	6579650	6579700	12	KD_rep2
chr12	6579700	6579750	8	KD_rep2
chr12	6579750	6579800	11	KD_rep2
chr12	6579800	6579850	11	KD_rep2
chr12	6579850	6579900	11	KD_rep2
chr12	6579900	6579950	10	KD_rep2
chr12	6579950	6580000	11	KD_rep2
chr12	6580000	6580050	12	KD_rep2
chr12	6580050	6580100	10	KD_rep2
chr12	6580100	6580150	10	KD_rep2
chr12	6580150	6580200	12	KD_rep2
chr12	6580200	6580250	13	KD_rep2
chr12	6580250	6580300	11	KD_rep2
chr12	6580300	6580350	13	KD_rep2
chr12	6580350	6580400	11	KD_rep2
chr12	6580400	6580450	11	KD_rep2
chr12	6580450	6580500	12	KD_rep2
chr12	6580500	6580550	10	KD_rep2
chr12	6580550	6580600	11	KD_rep2
chr12	6580600	6580650	8	KD_rep2
chr12	6580650	6580700	11	KD_rep2
chr12	6580700	6580750	13	KD_rep2
chr12	6580750	6580800	8	KD_rep2
chr12	6580800	6580850	11	KD_rep2
chr12	6580850	6580900	10	KD_rep2
chr12	6580900	6580950	10	KD_rep2
chr12	6580950	6581000	11	KD_rep2
chr12	6581000	6581050	12	KD_rep2
chr12	6581050	6581100	9	KD_rep2
chr12	6581100	6581150	10	KD_rep2
chr12	6581150	6581200	10	KD_rep2
chr12	6581200	6581250	15	KD_rep2
chr12	6581250	6581300	11	KD_rep2
chr12	6581300	6581350	9	KD_rep2
chr12	6581350	6581400	12	KD_rep2
chr12	6581400	6581450	7	KD_rep2
chr12	6581450	6581500	8	KD_rep2
chr12	6581500	6581550	13	KD_rep2
chr12	6581550	6581600	11	KD_rep2
chr12	6581600	6581650	10	KD_rep2
chr12	6581650	6581700	11	KD_rep2
chr12	6581700	6581750	10	KD_rep2
chr12	6581750	6581800	12	KD_rep2
chr12	6581800	6581850	9	KD_rep2
chr12	6581850	6581900	14	KD_rep2
chr12	6581900	6581950	10	KD_rep2
chr12	6581950	6582000	12	KD_rep2
chr12	6582000	6582050	13	KD_rep2
chr12	6582050	6582100	13	KD_rep2
chr12	6582100	6582150	10	KD_rep2
chr12	6582150	6582200	13	KD_rep2
chr12	6582200	6582250	9	KD_rep2
chr12	6582250	6582300	11	KD_rep2
chr12	6582300	6582350	10	KD_rep2
chr12	6582350	6582400	11	KD_rep2
chr12	6582400	6582450	12	KD_rep2
chr12	6582450	6582500	9	KD_rep2
chr12	6582500	6582550	10	KD_rep2
chr12	6582550	6582600	11	KD_rep2
chr12	6582600	6582650	10	KD_rep2
chr12	6582650	6582700	12	KD_rep2
chr12	6582700	6582750	13	KD_rep2
chr12	6582750	6582800	10	KD_rep2
chr12	6582800	6582850	9	KD_rep2
chr12	6582850	6582900	12	KD_rep2
chr12	6582900	6582950	10	KD_rep2
chr12	6582950	6583000	9	KD_rep2
chr12	6583000	6583050	10	KD_rep2
chr12	6583050	6583100	11	KD_rep2
chr12	6583100	6583150	12	KD_rep2
chr12	6583150	6583200	11	KD_rep2
chr12	6583200	6583250	10	KD_rep2
chr12	6583250	6583300	11	KD_rep2
chr12	6583300	6583350	12	KD_rep2
chr12	6583350	6583400	11	KD_rep2
chr12	6583400	6583450	9	KD_rep2
chr12	6583450	6583500	10	KD_rep2
chr12	6583500	6583550	12	KD_rep2
chr12	6583550	6583600	11	KD_rep2
chr12	6583600	6583650	15	KD_rep2
chr12	6583650	6583700	12	KD_rep2
chr12	6583700	6583750	9	KD_rep2
chr12	6583750	6583800	12	KD_rep2
chr12	6583800	6583850	11	KD_rep2
chr12	6583850	6583900	10	KD_rep2
chr12	6583900	6583950	8	KD_rep2
chr12	6583950	6584000	10	KD_rep2
chr12	6584000	6584050	10	KD_rep2
chr12	6584050	6584100	13	KD_rep2
chr12	6584100	6584150	13	KD_rep2
chr12	6584150	6584200	13	KD_rep2
chr12	6584200	6584250	11	KD_rep2
chr12	6584250	6584300	9	KD_rep2
chr12	6584300	6584350	10	KD_rep2
chr12	6584350	6584400	11	KD_rep2
chr12	6584400	6584450	8	KD_rep2
chr12	6584450	6584500	10	KD_rep2
chr12	6584500	6584550	9	KD_rep2
chr12	6584550	6584600	11	KD_rep2
chr12	6584600	6584650	12	KD_rep2
chr12	6584650	6584700	12	KD_rep2
chr12	6584700	6584750	11	KD_rep2
chr12	6584750	6584800	11	KD_rep2
chr12	6584800	6584850	13	KD_rep2
chr12	6584850	6584900	11	KD_rep2
chr12	6584900	6584950	10	KD_rep2
chr12	6584950	6585000	12	KD_rep2
chr12	6585000	6585050	11	KD_rep2
chr12	6585050	6585100	11	KD_rep2
chr12	6585100	6585150	11	KD_rep2
chr12	6585150	6585200	10	KD_rep2
chr12	6585200	6585250	13	KD_rep2
chr12	6585250	6585300	13	KD_rep2
chr12	6585300	6585350	8	KD_rep2
chr12	6585350	6585400	12	KD_rep2
chr12	6585400	6585450	11	KD_rep2
chr12	6585450	6585500	11	KD_rep2
chr12	6585500	6585550	14	KD_rep2
chr12	6585550	6585600	10	KD_rep2
chr12	6585600	6585650	13	KD_rep2
chr12	6585650	6585700	12	KD_rep2
chr12	6585700	6585750	9	KD_rep2
chr12	6585750	6585800	11	KD_rep2
chr12	6585800	6585850	9	KD_rep2
chr12	6585850	6585900	12	KD_rep2
chr12	6585900	6585950	12	KD_rep2
chr12	6585950	6586000	11	KD_rep2
chr12	6586000	6586050	12	KD_rep2
chr12	6586050	6586100	9	KD_rep2
chr12	6586100	6586150	8	KD_rep2
chr12	6586150	6586200	9	KD_rep2
chr12	6586200	6586250	8	KD_rep2
chr12	6586250	6586300	11	KD_rep2
chr12	6586300	6586350	10	KD_rep2
chr12	6586350	6586400	10	KD_rep2
chr12	6586400	6586450	10	KD_rep2
chr12	6586450	6586500	11	KD_rep2
chr12	6586500	6586550	9	KD_rep2
chr12	6586550	6586600	11	KD_rep2
chr12	6586600	6586650	12	KD_rep2
chr12	6586650	6586700	314	KD_rep2
chr12	6586700	6586750	213	KD_rep2
chr12	6586750	6586800	280	KD_rep2
chr12	6586800	6586850	305	KD_rep2
chr12	6586850	6586900	6	KD_rep2
chr12	6586900	6586950	5	KD_rep2
chr12	6586950	6587000	5	KD_rep2
chr12	6587000	6587050	6	KD_rep2
chr12	6587050	6587100	6	KD_rep2
chr12	6587100	6587150	6	KD_rep2
chr12	6587150	6587200	7	KD_rep2
chr12	6587200	6587250	7	KD_rep2
chr12	6587250	6587300	5	KD_rep2
chr12	6587300	6587350	6	KD_rep2
chr12	6587350	6587400	5	KD_rep2
chr12	6587400	6587450	7	KD_rep2
chr12	6587450	6587500	6	KD_rep2
chr12	6587500	6587550	6	KD_rep2
chr12	6587550	6587600	5	KD_rep2
chr12	6587600	6587650	6	KD_rep2
chr12	6587650	6587700	5	KD_rep2
chr12	6587700	6587750	6	KD_rep2
chr12	6587750	6587800	6	KD_rep2
chr12	6587800	6587850	5	KD_rep2
chr12	6587850	6587900	6	KD_rep2
chr12	6587900	6587950	6	KD_rep2
chr12	6587950	6588000	5	KD_rep2
chr12	6588000	6588050	6	KD_rep2
chr12	6588050	6588100	5	KD_rep2
chr12	6588100	6588150	5	KD_rep2
chr12	6588150	6588200	6	KD_rep2
chr12	6588200	6588250	6	KD_rep2
chr12	6588250	6588300	6	KD_rep2
chr12	6588300	6588350	6	KD_rep2
chr12	6588350	6588400	6	KD_rep2
chr12	6588400	6588450	7	KD_rep2
chr12	6588450	6588500	6	KD_rep2
chr12	6588500	6588550	5	KD_rep2
chr12	6588550	6588600	5	KD_rep2
chr12	6588600	6588650	7	KD_rep2
chr12	6588650	6588700	5	KD_rep2
chr12	6588700	6588750	7	KD_rep2
chr12	6588750	6588800	5	KD_rep2
chr12	6588800	6588850	6	KD_rep2
chr12	6588850	6588900	5	KD_rep2
chr12	6588900	6588950	6	KD_rep2
chr12	6588950	6589000	6	KD_rep2
chr12	6589000	6589050	6	KD_rep2
chr12	6589050	6589100	5	KD_rep2
chr12	6589100	6589150	6	KD_rep2
chr12	6589150	6589200	5	KD_rep2
chr12	6589200	6589250	6	KD_rep2
chr12	6589250	6589300	6	KD_rep2
chr12	6589300	6589350	7	KD_rep2
chr12	6589350	6589400	6	KD_rep2
chr12	6589400	6589450	5	KD_rep2
chr12	6589450	6589500	6	KD_rep2
chr12	6589500	6589550	6	KD_rep2
chr12	6589550	6589600	6	KD_rep2
chr12	6589600	6589650	5	KD_rep2
chr12	6589650	6589700	5	KD_rep2
chr12	6589700	6589750	6	KD_rep2
chr12	6589750	6589800	7	KD_rep2
chr12	6589800	6589850	4	KD_rep2
chr12	6589850	6589900	6	KD_rep2
chr12	6589900	6589950	5	KD_rep2
chr12	6589950	6590000	4	KD_rep2
chr12	6590000	6590050	5	KD_rep2
chr12	6590050	6590100	6	KD_rep2
chr12	6590100	6590150	6	KD_rep2
chr12	6590150	6590200	5	KD_rep2
chr12	6590200	6590250	6	KD_rep2
chr12	6590250	6590300	31	KD_rep2
chr12	6590300	6590350	25	KD_rep2
chr12	6590350	6590400	3	KD_rep2
chr12	6590400	6590450	6	KD_rep2
chr12	6590450	6590500	5	KD_rep2
chr12	6590500	6590550	5	KD_rep2
chr12	6590550	6590600	6	KD_rep2
chr12	6590600	6590650	6	KD_rep2
chr12	6590650	6590700	6	KD_rep2
chr12	6590700	6590750	5	KD_rep2
chr12	6590750	6590800	6	KD_rep2
chr12	6590800	6590850	6	KD_rep2
chr12	6590850	6590900	6	KD_rep2
chr12	6590900	6590950	6	KD_rep2
chr12	6590950	6591000	5	KD_rep2
chr12	6591000	6591050	7	KD_rep2
chr12	6591050	6591100	5	KD_rep2
chr12	6591100	6591150	5	KD_rep2
chr12	6591150	6591200	6	KD_rep2
chr12	6591200	6591250	4	KD_rep2
chr12	6591250	6591300	6	KD_rep2
chr12	6591300	6591350	5	KD_rep2
chr12	6591350	6591400	5	KD_rep2
chr12	6591400	6591450	6	KD_rep2
chr12	6591450	6591500	7	KD_rep2
chr12	6591500	6591550	6	KD_rep2
chr12	6591550	6591600	5	KD_rep2
chr12	6591600	6591650	6	KD_rep2
chr12	6591650	6591700	7	KD_rep2
chr12	6591700	6591750	8	KD_rep2
chr12	6591750	6591800	7	KD_rep2
chr12	6591800	6591850	5	KD_rep2
chr12	6591850	6591900	6	KD_rep2
chr12	6591900	6591950	6	KD_rep2
chr12	6591950	6592000	5	KD_rep2
chr12	6592000	6592050	5	KD_rep2
chr12	6592050	6592100	6	KD_rep2
chr12	6592100	6592150	6	KD_rep2
chr12	6592150	6592200	5	KD_rep2
chr12	6592200	6592250	5	KD_rep2
chr12	6592250	6592300	7	KD_rep2
chr12	6592300	6592350	6	KD_rep2
chr12	6592350	6592400	6	KD_rep2
chr12	6592400	6592450	7	KD_rep2
chr12	6592450	6592500	6	KD_rep2
chr12	6592500	6592550	6	KD_rep2
chr12	6592550	6592600	6	KD_rep2
chr12	6592600	6592650	7	KD_rep2
chr12	6592650	6592700	6	KD_rep2
chr12	6592700	6592750	5	KD_rep2
chr12	6592750	6592800	6	KD_rep2
chr12	6592800	6592850	7	KD_rep2
chr12	6592850	6592900	6	KD_rep2
chr12	6592900	6592950	6	KD_rep2
chr12	6592950	6593000	7	KD_rep2
chr12	6593000	6593050	7	KD_rep2
chr12	6593050	6593100	5	KD_rep2
chr12	6593100	6593150	6	KD_rep2
chr12	6593150	6593200	5	KD_rep2
chr12	6593200	6593250	6	KD_rep2
chr12	6593250	6593300	264	KD_rep2
chr12	6593300	6593350	223	KD_rep2
chr12	6593350	6593400	262	KD_rep2
chr12	6593400	6593450	286	KD_rep2
chr12	6593450	6593500	303	KD_rep2
chr12	6593500	6593550	10	KD_rep2
chr12	6593550	6593600	9	KD_rep2
chr12	6593600	6593650	10	KD_rep2
chr12	6593650	6593700	13	KD_rep2
chr12	6593700	6593750	10	KD_rep2
chr12	6593750	6593800	11	KD_rep2
chr12	6593800	6593850	7	KD_rep2
chr12	6593850	6593900	9	KD_rep2
chr12	6593900	6593950	9	KD_rep2
chr12	6593950	6594000	12	KD_rep2
chr12	6594000	6594050	9	KD_rep2
chr12	6594050	6594100	11	KD_rep2
chr12	6594100	6594150	8	KD_rep2
chr12	6594150	6594200	9	KD_rep2
chr12	6594200	6594250	12	KD_rep2
chr12	6594250	6594300	11	KD_rep2
chr12	6594300	6594350	296	KD_rep2
chr12	6594350	6594400	285	KD_rep2
chr12	6594400	6594450	287	KD_rep2
chr12	6594450	6594500	7	KD_rep2
chr12	6594500	6594550	10	KD_rep2
chr12	6594550	6594600	11	KD_rep2
chr12	6594600	6594650	10	KD_rep2
chr12	6594650	6594700	10	KD_rep2
chr12	6594700	6594750	12	KD_rep2
chr12	6594750	6594800	11	KD_rep2
chr12	6594800	6594850	12	KD_rep2
chr12	6594850	6594900	10	KD_rep2
chr12	6594900	6594950	11	KD_rep2
chr12	6594950	6595000	10	KD_rep2
chr12	6595000	6595050	11	KD_rep2
chr12	6595050	6595100	9	KD_rep2
chr12	6595100	6595150	13	KD_rep2
chr12	6595150	6595200	9	KD_rep2
chr12	6595200	6595250	12	KD_rep2
chr12	6595250	6595300	10	KD_rep2
chr12	6595300	6595350	9	KD_rep2
chr12	6595350	6595400	9	KD_rep2
chr12	6595400	6595450	10	KD_rep2
chr12	6595450	6595500	9	KD_rep2
chr12	6595500	6595550	10	KD_rep2
chr12	6595550	6595600	9	KD_rep2
chr12	6595600	6595650	11	KD_rep2
chr12	6595650	6595700	10	KD_rep2
chr12	6595700	6595750	9	KD_rep2
chr12	6595750	6595800	10	KD_rep2
chr12	6595800	6595850	7	KD_rep2
chr12	6595850	6595900	11	KD_rep2
chr12	6595900	6595950	9	KD_rep2
chr12	6595950	6596000	12	KD_rep2
chr12	6596000	6596050	14	KD_rep2
chr12	6596050	6596100	9	KD_rep2
chr12	6596100	6596150	10	KD_rep2
chr12	6596150	6596200	9	KD_rep2
chr12	6596200	6596250	9	KD_rep2
chr12	6596250	6596300	10	KD_rep2
chr12	6596300	6596350	10	KD_rep2
chr12	6596350	6596400	7	KD_rep2
chr12	6596400	6596450	10	KD_rep2
chr12	6596450	6596500	9	KD_rep2
chr12	6596500	6596550	8	KD_rep2
chr12	6596550	6596600	11	KD_rep2
chr12	6596600	6596650	9	KD_rep2
chr12	6596650	6596700	11	KD_rep2
chr12	6596700	6596750	10	KD_rep2
chr12	6596750	6596800	9	KD_rep2
chr12	6596800	6596850	11	KD_rep2
chr12	6596850	6596900	11	KD_rep2
chr12	6596900	6596950	8	KD_rep2
chr12	6596950	6597000	7	KD_rep2
chr12	6597000	6597050	11	KD_rep2
chr12	6597050	6597100	9	KD_rep2
chr12	6597100	6597150	9	KD_rep2
chr12	6597150	6597200	13	KD_rep2
chr12	6597200	6597250	12	KD_rep2
chr12	6597250	6597300	13	KD_rep2
chr12	6597300	6597350	9	KD_rep2
chr12	6597350	6597400	11	KD_rep2
chr12	6597400	6597450	11	KD_rep2
chr12	6597450	6597500	9	KD_rep2
chr12	6597500	6597550	11	KD_rep2
chr12	6597550	6597600	11	KD_rep2
chr12	6597600	6597650	9	KD_rep2
chr12	6597650	6597700	11	KD_rep2
chr12	6597700	6597750	13	KD_rep2
chr12	6597750	6597800	9	KD_rep2
chr12	6597800	6597850	11	KD_rep2
chr12	6597850	6597900	9	KD_rep2
chr12	6597900	6597950	11	KD_rep2
chr12	6597950	6598000	11	KD_rep2
chr12	6598000	6598050	11	KD_rep2
chr12	6598050	6598100	11	KD_rep2
chr12	6598100	6598150	10	KD_rep2
chr12	6598150	6598200	10	KD_rep2
chr12	6598200	6598250	10	KD_rep2
chr12	6598250	6598300	11	KD_rep2
chr12	6598300	6598350	10	KD_rep2
chr12	6598350	6598400	12	KD_rep2
chr12	6598400	6598450	10	KD_rep2
chr12	6598450	6598500	11	KD_rep2
chr12	6598500	6598550	13	KD_rep2
chr12	6598550	6598600	10	KD_rep2
chr12	6598600	6598650	11	KD_rep2
chr12	6598650	6598700	10	KD_rep2
chr12	6598700	6598750	11	KD_rep2
chr12	6598750	6598800	12	KD_rep2
chr12	6598800	6598850	8	KD_rep2
chr12	6598850	6598900	9	KD_rep2
chr12	6598900	6598950	12	KD_rep2
chr12	6598950	6599000	11	KD_rep2
chr12	6599000	6599050	12	KD_rep2
chr12	6599050	6599100	11	KD_rep2
chr12	6599100	6599150	7	KD_rep2
chr12	6599150	6599200	9	KD_rep2
chr12	6599200	6599250	11	KD_rep2
chr12	6599250	6599300	10	KD_rep2
chr12	6599300	6599350	12	KD_rep2
chr12	6599350	6599400	11	KD_rep2
chr12	6599400	6599450	9	KD_rep2
chr12	6599450	6599500	10	KD_rep2
chr12	6599500	6599550	10	KD_rep2
chr12	6599550	6599600	10	KD_rep2
chr12	6599600	6599650	11	KD_rep2
chr12	6599650	6599700	11	KD_rep2
chr12	6599700	6599750	10	KD_rep2
chr12	6599750	6599800	8	KD_rep2
chr12	6599800	6599850	10	KD_rep2
chr12	6599850	6599900	12	KD_rep2
chr12	6599900	6599950	11	KD_rep2
chr12	6599950	6600000	11	KD_rep2
chr12	6600000	6600050	11	KD_rep2
chr12	6600050	6600100	9	KD_rep2
chr12	6600100	6600150	11	KD_rep2
chr12	6600150	6600200	10	KD_rep2
chr12	6600200	6600250	9	KD_rep2
chr12	6600250	6600300	10	KD_rep2
chr12	6600300	6600350	10	KD_rep2
chr12	6600350	6600400	10	KD_rep2
chr12	6600400	6600450	10	KD_rep2
chr12	6600450	6600500	11	KD_rep2
chr12	6600500	6600550	11	KD_rep2
chr12	6600550	6600600	10	KD_rep2
chr12	6600600	6600650	9	KD_rep2
chr12	6600650	6600700	10	KD_rep2
chr12	6600700	6600750	12	KD_rep2
chr12	6600750	6600800	10	KD_rep2
chr12	6600800	6600850	7	KD_rep2
chr12	6600850	6600900	12	KD_rep2
chr12	6600900	6600950	11	KD_rep2
chr12	6600950	6601000	10	KD_rep2
chr12	6601000	6601050	12	KD_rep2
chr12	6601050	6601100	9	KD_rep2
chr12	6601100	6601150	9	KD_rep2
chr12	6601150	6601200	9	KD_rep2
chr12	6601200	6601250	9	KD_rep2
chr12	6601250	6601300	10	KD_rep2
chr12	6601300	6601350	9	KD_rep2
chr12	6601350	6601400	12	KD_rep2
chr12	6601400	6601450	10	KD_rep2
chr12	6601450	6601500	10	KD_rep2
chr12	6601500	6601550	11	KD_rep2
chr12	6601550	6601600	10	KD_rep2
chr12	6601600	6601650	7	KD_rep2
chr12	6601650	6601700	11	KD_rep2
chr12	6601700	6601750	9	KD_rep2
chr12	6601750	6601800	12	KD_rep2
chr12	6601800	6601850	10	KD_rep2
chr12	6601850	6601900	12	KD_rep2
chr12	6601900	6601950	9	KD_rep2
chr12	6601950	6602000	9	KD_rep2
chr12	6602000	6602050	11	KD_rep2
chr12	6602050	6602100	8	KD_rep2
chr12	6602100	6602150	9	KD_rep2
chr12	6602150	6602200	7	KD_rep2
chr12	6602200	6602250	9	KD_rep2
chr12	6602250	6602300	9	KD_rep2
chr12	6602300	6602350	11	KD_rep2
chr12	6602350	6602400	9	KD_rep2
chr12	6602400	6602450	11	KD_rep2
chr12	6602450	6602500	8	KD_rep2
chr12	6602500	6602550	6	KD_rep2
chr12	6602550	6602600	11	KD_rep2
chr12	6602600	6602650	10	KD_rep2
chr12	6602650	6602700	11	KD_rep2
chr12	6602700	6602750	8	KD_rep2
chr12	6602750	6602800	7	KD_rep2
chr12	6602800	6602850	12	KD_rep2
chr12	6602850	6602900	10	KD_rep2
chr12	6602900	6602950	11	KD_rep2
chr12	6602950	6603000	11	KD_rep2
chr12	6603000	6603050	11	KD_rep2
chr12	6603050	6603100	10	KD_rep2
chr12	6603100	6603150	11	KD_rep2
chr12	6603150	6603200	8	KD_rep2
chr12	6603200	6603250	10	KD_rep2
chr12	6603250	6603300	7	KD_rep2
chr12	6603300	6603350	12	KD_rep2
chr12	6603350	6603400	11	KD_rep2
chr12	6603400	6603450	10	KD_rep2
chr12	6603450	6603500	8	KD_rep2
chr12	6603500	6603550	10	KD_rep2
chr12	6603550	6603600	5	KD_rep2
chr12	6603600	6603650	10	KD_rep2
chr12	6603650	6603700	9	KD_rep2
chr12	6603700	6603750	11	KD_rep2
chr12	6603750	6603800	11	KD_rep2
chr12	6603800	6603850	9	KD_rep2
chr12	6603850	6603900	9	KD_rep2
chr12	6603900	6603950	7	KD_rep2
chr12	6603950	6604000	9	KD_rep2
chr12	6604000	6604050	10	KD_rep2
chr12	6604050	6604100	245	KD_rep2
chr12	6604100	6604150	263	KD_rep2
chr12	6604150	6604200	217	KD_rep2
chr12	6604200	6604250	202	KD_rep2
chr12	6604250	6604300	7	KD_rep2
chr12	6604300	6604350	8	KD_rep2
chr12	6604350	6604400	10	KD_rep2
chr12	6604400	6604450	8	KD_rep2
chr12	6604450	6604500	10	KD_rep2
chr12	6604500	6604550	8	KD_rep2
chr12	6604550	6604600	8	KD_rep2
chr12	6604600	6604650	8	KD_rep2
chr12	6604650	6604700	7	KD_rep2
chr12	6604700	6604750	9	KD_rep2
chr12	6604750	6604800	9	KD_rep2
chr12	6604800	6604850	6	KD_rep2
chr12	6604850	6604900	8	KD_rep2
chr12	6604900	6604950	8	KD_rep2
chr12	6604950	6605000	7	KD_rep2
chr12	6605000	6605050	10	KD_rep2
chr12	6605050	6605100	7	KD_rep2
chr12	6605100	6605150	8	KD_rep2
chr12	6605150	6605200	10	KD_rep2
chr12	6605200	6605250	9	KD_rep2
chr12	6605250	6605300	6	KD_rep2
chr12	6605300	6605350	9	KD_rep2
chr12	6605350	6605400	8	KD_rep2
chr12	6605400	6605450	7	KD_rep2
chr12	6605450	6605500	7	KD_rep2
chr12	6605500	6605550	160	KD_rep2
chr12	6605550	6605600	223	KD_rep2
chr12	6605600	6605650	159	KD_rep2
chr12	6605650	6605700	6	KD_rep2
chr12	6605700	6605750	7	KD_rep2
chr12	6605750	6605800	7	KD_rep2
chr12	6605800	6605850	7	KD_rep2
chr12	6605850	6605900	7	KD_rep2
chr12	6605900	6605950	6	KD_rep2
chr12	6605950	6606000	6	KD_rep2
chr12	6606000	6606050	8	KD_rep2
chr12	6606050	6606100	7	KD_rep2
chr12	6606100	6606150	7	KD_rep2
chr12	6606150	6606200	9	KD_rep2
chr12	6606200	6606250	7	KD_rep2
chr12	6606250	6606300	6	KD_rep2
chr12	6606300	6606350	7	KD_rep2
chr12	6606350	6606400	7	KD_rep2
chr12	6606400	6606450	7	KD_rep2
chr12	6606450	6606500	6	KD_rep2
chr12	6606500	6606550	8	KD_rep2
chr12	6606550	6606600	7	KD_rep2
chr12	6606600	6606650	6	KD_rep2
chr12	6606650	6606700	7	KD_rep2
chr12	6606700	6606750	7	KD_rep2
chr12	6606750	6606800	8	KD_rep2
chr12	6606800	6606850	6	KD_rep2
chr12	6606850	6606900	8	KD_rep2
chr12	6606900	6606950	6	KD_rep2
chr12	6606950	6607000	7	KD_rep2
chr12	6607000	6607050	6	KD_rep2
chr12	6607050	6607100	6	KD_rep2
chr12	6607100	6607150	7	KD_rep2
chr12	6607150	6607200	8	KD_rep2
chr12	6607200	6607250	6	KD_rep2
chr12	6607250	6607300	6	KD_rep2
chr12	6607300	6607350	8	KD_rep2
chr12	6607350	6607400	5	KD_rep2
chr12	6607400	6607450	7	KD_rep2
chr12	6607450	6607500	7	KD_rep2
chr12	6607500	6607550	7	KD_rep2
chr12	6607550	6607600	6	KD_rep2
chr12	6607600	6607650	7	KD_rep2
chr12	6607650	6607700	7	KD_rep2
chr12	6607700	6607750	5	KD_rep2
chr12	6607750	6607800	7	KD_rep2
chr12	6607800	6607850	8	KD_rep2
chr12	6607850	6607900	7	KD_rep2
chr12	6607900	6607950	9	KD_rep2
chr12	6607950	6608000	6	KD_rep2
chr12	6608000	6608050	6	KD_rep2
chr12	6608050	6608100	6	KD_rep2
chr12	6608100	6608150	7	KD_rep2
chr12	6608150	6608200	7	KD_rep2
chr12	6608200	6608250	7	KD_rep2
chr12	6608250	6608300	9	KD_rep2
chr12	6608300	6608350	6	KD_rep2
chr12	6608350	6608400	8	KD_rep2
chr12	6608400	6608450	7	KD_rep2
chr12	6608450	6608500	7	KD_rep2
chr12	6608500	6608550	6	KD_rep2
chr12	6608550	6608600	6	KD_rep2
chr12	6608600	6608650	7	KD_rep2
chr12	6608650	6608700	8	KD_rep2
chr12	6608700	6608750	9	KD_rep2
chr12	6608750	6608800	7	KD_rep2
chr12	6608800	6608850	6	KD_rep2
chr12	6608850	6608900	6	KD_rep2
chr12	6608900	6608950	6	KD_rep2
chr12	6608950	6609000	8	KD_rep2
chr12	6609000	6609050	8	KD_rep2
chr12	6609050	6609100	7	KD_rep2
chr12	6609100	6609150	8	KD_rep2
chr12	6609150	6609200	6	KD_rep2
chr12	6609200	6609250	8	KD_rep2
chr12	6609250	6609300	7	KD_rep2
chr12	6609300	6609350	6	KD_rep2
chr12	6609350	6609400	6	KD_rep2
chr12	6609400	6609450	6	KD_rep2
chr12	6609450	6609500	6	KD_rep2
chr12	6609500	6609550	6	KD_rep2
chr12	6609550	6609600	7	KD_rep2
chr12	6609600	6609650	8	KD_rep2
chr12	6609650	6609700	6	KD_rep2
chr12	6609700	6609750	8	KD_rep2
chr12	6609750	6609800	142	KD_rep2
chr12	6609800	6609850	140	KD_rep2
chr12	6609850	6609900	167	KD_rep2
chr12	6609900	6609950	135	KD_rep2
chr12	6609950	6610000	158	KD_rep2
chr12	6610000	6610050	171	KD_rep2
chr12	6610050	6610100	105	KD_rep2
chr12	6610100	6610101	191	KD_rep2
chr12	52300000	52300050	108	CTRL_rep1
chr12	52300050	52300100	114	CTRL_rep1
chr12	52300100	52300150	92	CTRL_rep1
chr12	52300150	52300200	108	CTRL_rep1
chr12	52300200	52300250	102	CTRL_rep1
chr12	52300250	52300300	84	CTRL_rep1
chr12	52300300	52300350	88	CTRL_rep1
chr12	52300350	52300400	109	CTRL_rep1
chr12	52300400	52300450	5	CTRL_rep1
chr12	52300450	52300500	4	CTRL_rep1
chr12	52300500	52300550	5	CTRL_rep1
chr12	52300550	52300600	4	CTRL_rep1
chr12	52300600	52300650	5	CTRL_rep1
chr12	52300650	52300700	4	CTRL_rep1
chr12	52300700	52300750	4	CTRL_rep1
chr12	52300750	52300800	5	CTRL_rep1
chr12	52300800	52300850	4	CTRL_rep1
chr12	52300850	52300900	4	CTRL_rep1
chr12	52300900	52300950	6	CTRL_rep1
chr12	52300950	52301000	4	CTRL_rep1
chr12	52301000	52301050	5	CTRL_rep1
chr12	52301050	52301100	4	CTRL_rep1
chr12	52301100	52301150	4	CTRL_rep1
chr12	52301150	52301200	6	CTRL_rep1
chr12	52301200	52301250	4	CTRL_rep1
chr12	52301250	52301300	4	CTRL_rep1
chr12	52301300	52301350	4	CTRL_rep1
chr12	52301350	52301400	5	CTRL_rep1
chr12	52301400	52301450	5	CTRL_rep1
chr12	52301450	52301500	4	CTRL_rep1
chr12	52301500	52301550	114	CTRL_rep1
chr12	52301550	52301600	133	CTRL_rep1
chr12	52301600	52301650	126	CTRL_rep1
chr12	52301650	52301700	127	CTRL_rep1
chr12	52301700	52301750	4	CTRL_rep1
chr12	52301750	52301800	4	CTRL_rep1
chr12	52301800	52301850	4	CTRL_rep1
chr12	52301850	52301900	5	CTRL_rep1
chr12	52301900	52301950	4	CTRL_rep1
chr12	52301950	52302000	3	CTRL_rep1
chr12	52302000	52302050	4	CTRL_rep1
